year,election,wilaya,moughataa,commune,candidate,registered_voters,nb_null_votes,nb_neutral_votes,nb_votes
2023,Législatives nationales,Tagant,Tichit,Tichit,Rassemblement des Forces Démocratiques (RFD),2256,934,16,2
2023,Législatives nationales,Tagant,Tichit,Tichit,Sursaut de la Jeunesse pour la Nation (SJN),2256,934,16,4
2023,Législatives nationales,Tagant,Tichit,Tichit,Union des Forces de Progrès (UFP),2256,934,16,8
2023,Législatives nationales,Tagant,Tichit,Tichit,Union pour la Démocratie et le Progrès (UDP),2256,934,16,2
2023,Législatives nationales,Tagant,Tichit,Tichit,Union pour la Planification et la Construction (UPC),2256,934,16,9
2023,Législatives nationales,Tagant,Tidjikja,Boubacar Ben Amer,Alliance Populaire Progressiste (APP),4276,720,85,7
2023,Législatives nationales,Tagant,Tidjikja,Boubacar Ben Amer,Alliance pour la Justice et la Démocratie /Mouvement Pour la Rénovation (AJD/MR),4276,720,85,6
2023,Législatives nationales,Tagant,Tidjikja,Boubacar Ben Amer,NIDA ELWATAN (NIDA ELWATAN),4276,720,85,10
2023,Législatives nationales,Tagant,Tidjikja,Boubacar Ben Amer,Parti Alliance Nationale Démocratique (AND),4276,720,85,5
2023,Législatives nationales,Tagant,Tidjikja,Boubacar Ben Amer,Parti EL INSAF,4276,720,85,1130
2023,Législatives nationales,Tagant,Tidjikja,Boubacar Ben Amer,Parti EL VADILA (EL VADILA),4276,720,85,99
2023,Législatives nationales,Tagant,Tidjikja,Boubacar Ben Amer,Parti El Karama (El Karama),4276,720,85,10
2023,Législatives nationales,Tagant,Tidjikja,Boubacar Ben Amer,Parti Front Républicain pour l'Unité et la Démocratie (FRUD),4276,720,85,7
2023,Législatives nationales,Tagant,Tidjikja,Boubacar Ben Amer,Parti HIWAR,4276,720,85,28
2023,Législatives nationales,Tagant,Tidjikja,Boubacar Ben Amer,Parti Mauritanien pour l'Union et le Changement (HATEM),4276,720,85,35
2023,Législatives nationales,Tagant,Tidjikja,Boubacar Ben Amer,Parti Ribat National pour les Droits et la Construction des Générations (PRNDCG),4276,720,85,6
2023,Législatives nationales,Tagant,Tidjikja,Boubacar Ben Amer,Parti Républicain pour la Démocratie et le Renouveau (PRDR),4276,720,85,98
2023,Législatives nationales,Tagant,Tidjikja,Boubacar Ben Amer,Parti SAWAB (SAWAB),4276,720,85,8
2023,Législatives nationales,Tagant,Tidjikja,Boubacar Ben Amer,Parti de la Construction et du Progrès (PCP),4276,720,85,6
2023,Législatives nationales,Tagant,Tidjikja,Boubacar Ben Amer,Parti de l’Unité et du Développement (PUD),4276,720,85,33
2023,Législatives nationales,Tagant,Tidjikja,Boubacar Ben Amer,Parti des Masses Mauritaniennes (PMM),4276,720,85,70
2023,Législatives nationales,Tagant,Tidjikja,Boubacar Ben Amer,Parti le centre par L’action et pour le Progres (LE CAP),4276,720,85,1
2023,Législatives nationales,Tagant,Tidjikja,Boubacar Ben Amer,Parti «El Islah» (El Islah),4276,720,85,128
2023,Législatives nationales,Tagant,Tidjikja,Boubacar Ben Amer,Parti «Ravah» (RAVAH),4276,720,85,30
2023,Législatives nationales,Tagant,Tidjikja,Boubacar Ben Amer,Rassemblement National pour la Réforme et le Développement (Tewassoul),4276,720,85,115
2023,Législatives nationales,Tagant,Tidjikja,Boubacar Ben Amer,Rassemblement des Forces Démocratiques (RFD),4276,720,85,16
2023,Législatives nationales,Tagant,Tidjikja,Boubacar Ben Amer,Sursaut de la Jeunesse pour la Nation (SJN),4276,720,85,19
2023,Législatives nationales,Tagant,Tidjikja,Boubacar Ben Amer,Union des Forces de Progrès (UFP),4276,720,85,348
2023,Législatives nationales,Tagant,Tidjikja,Boubacar Ben Amer,Union pour la Démocratie et le Progrès (UDP),4276,720,85,4
2023,Législatives nationales,Tagant,Tidjikja,Boubacar Ben Amer,Union pour la Planification et la Construction (UPC),4276,720,85,51
2023,Législatives nationales,Tagant,Tidjikja,El Wahat (Rachid),Alliance Populaire Progressiste (APP),3945,371,12,9
2023,Législatives nationales,Tagant,Tidjikja,El Wahat (Rachid),Alliance pour la Justice et la Démocratie /Mouvement Pour la Rénovation (AJD/MR),3945,371,12,0
2023,Législatives nationales,Tagant,Tidjikja,El Wahat (Rachid),NIDA ELWATAN (NIDA ELWATAN),3945,371,12,1
2023,Législatives nationales,Tagant,Tidjikja,El Wahat (Rachid),Parti Alliance Nationale Démocratique (AND),3945,371,12,33
2023,Législatives nationales,Tagant,Tidjikja,El Wahat (Rachid),Parti EL INSAF,3945,371,12,1546
2023,Législatives nationales,Tagant,Tidjikja,El Wahat (Rachid),Parti EL VADILA (EL VADILA),3945,371,12,23
2023,Législatives nationales,Tagant,Tidjikja,El Wahat (Rachid),Parti El Karama (El Karama),3945,371,12,0
2023,Législatives nationales,Tagant,Tidjikja,El Wahat (Rachid),Parti Front Républicain pour l'Unité et la Démocratie (FRUD),3945,371,12,34
2023,Législatives nationales,Tagant,Tidjikja,El Wahat (Rachid),Parti HIWAR,3945,371,12,6
2023,Législatives nationales,Tagant,Tidjikja,El Wahat (Rachid),Parti Mauritanien pour l'Union et le Changement (HATEM),3945,371,12,10
2023,Législatives nationales,Tagant,Tidjikja,El Wahat (Rachid),Parti Ribat National pour les Droits et la Construction des Générations (PRNDCG),3945,371,12,8
2023,Législatives nationales,Tagant,Tidjikja,El Wahat (Rachid),Parti Républicain pour la Démocratie et le Renouveau (PRDR),3945,371,12,3
2023,Législatives nationales,Tagant,Tidjikja,El Wahat (Rachid),Parti SAWAB (SAWAB),3945,371,12,3
2023,Législatives nationales,Tagant,Tidjikja,El Wahat (Rachid),Parti de la Construction et du Progrès (PCP),3945,371,12,5
2023,Législatives nationales,Tagant,Tidjikja,El Wahat (Rachid),Parti de l’Unité et du Développement (PUD),3945,371,12,91
2023,Législatives nationales,Tagant,Tidjikja,El Wahat (Rachid),Parti des Masses Mauritaniennes (PMM),3945,371,12,4
2023,Législatives nationales,Tagant,Tidjikja,El Wahat (Rachid),Parti le centre par L’action et pour le Progres (LE CAP),3945,371,12,2
2023,Législatives nationales,Tagant,Tidjikja,El Wahat (Rachid),Parti «El Islah» (El Islah),3945,371,12,30
2023,Législatives nationales,Tagant,Tidjikja,El Wahat (Rachid),Parti «Ravah» (RAVAH),3945,371,12,21
2023,Législatives nationales,Tagant,Tidjikja,El Wahat (Rachid),Rassemblement National pour la Réforme et le Développement (Tewassoul),3945,371,12,31
2023,Législatives nationales,Tagant,Tidjikja,El Wahat (Rachid),Rassemblement des Forces Démocratiques (RFD),3945,371,12,214
2023,Législatives nationales,Tagant,Tidjikja,El Wahat (Rachid),Sursaut de la Jeunesse pour la Nation (SJN),3945,371,12,115
2023,Législatives nationales,Tagant,Tidjikja,El Wahat (Rachid),Union des Forces de Progrès (UFP),3945,371,12,30
2023,Législatives nationales,Tagant,Tidjikja,El Wahat (Rachid),Union pour la Démocratie et le Progrès (UDP),3945,371,12,434
2023,Législatives nationales,Tagant,Tidjikja,El Wahat (Rachid),Union pour la Planification et la Construction (UPC),3945,371,12,16
2023,Législatives nationales,Tagant,Tidjikja,Lehsira,Alliance Populaire Progressiste (APP),1955,262,13,2
2023,Législatives nationales,Tagant,Tidjikja,Lehsira,Alliance pour la Justice et la Démocratie /Mouvement Pour la Rénovation (AJD/MR),1955,262,13,0
2023,Législatives nationales,Tagant,Tidjikja,Lehsira,NIDA ELWATAN (NIDA ELWATAN),1955,262,13,2
2023,Législatives nationales,Tagant,Tidjikja,Lehsira,Parti Alliance Nationale Démocratique (AND),1955,262,13,4
2023,Législatives nationales,Tagant,Tidjikja,Lehsira,Parti EL INSAF,1955,262,13,799
2023,Législatives nationales,Tagant,Tidjikja,Lehsira,Parti EL VADILA (EL VADILA),1955,262,13,27
2023,Législatives nationales,Tagant,Tidjikja,Lehsira,Parti El Karama (El Karama),1955,262,13,2
2023,Législatives nationales,Tagant,Tidjikja,Lehsira,Parti Front Républicain pour l'Unité et la Démocratie (FRUD),1955,262,13,4
2023,Législatives nationales,Tagant,Tidjikja,Lehsira,Parti HIWAR,1955,262,13,26
2023,Législatives nationales,Tagant,Tidjikja,Lehsira,Parti Mauritanien pour l'Union et le Changement (HATEM),1955,262,13,104
2023,Législatives nationales,Tagant,Tidjikja,Lehsira,Parti Ribat National pour les Droits et la Construction des Générations (PRNDCG),1955,262,13,3
2023,Législatives nationales,Tagant,Tidjikja,Lehsira,Parti Républicain pour la Démocratie et le Renouveau (PRDR),1955,262,13,6
2023,Législatives nationales,Tagant,Tidjikja,Lehsira,Parti SAWAB (SAWAB),1955,262,13,2
2023,Législatives nationales,Tagant,Tidjikja,Lehsira,Parti de la Construction et du Progrès (PCP),1955,262,13,0
2023,Législatives nationales,Tagant,Tidjikja,Lehsira,Parti de l’Unité et du Développement (PUD),1955,262,13,3
2023,Législatives nationales,Tagant,Tidjikja,Lehsira,Parti des Masses Mauritaniennes (PMM),1955,262,13,5
2023,Législatives nationales,Tagant,Tidjikja,Lehsira,Parti le centre par L’action et pour le Progres (LE CAP),1955,262,13,0
2023,Législatives nationales,Tagant,Tidjikja,Lehsira,Parti «El Islah» (El Islah),1955,262,13,29
2023,Législatives nationales,Tagant,Tidjikja,Lehsira,Parti «Ravah» (RAVAH),1955,262,13,3
2023,Législatives nationales,Tagant,Tidjikja,Lehsira,Rassemblement National pour la Réforme et le Développement (Tewassoul),1955,262,13,162
2023,Législatives nationales,Tagant,Tidjikja,Lehsira,Rassemblement des Forces Démocratiques (RFD),1955,262,13,1
2023,Législatives nationales,Tagant,Tidjikja,Lehsira,Sursaut de la Jeunesse pour la Nation (SJN),1955,262,13,2
2023,Législatives nationales,Tagant,Tidjikja,Lehsira,Union des Forces de Progrès (UFP),1955,262,13,12
2023,Législatives nationales,Tagant,Tidjikja,Lehsira,Union pour la Démocratie et le Progrès (UDP),1955,262,13,37
2023,Législatives nationales,Tagant,Tidjikja,Lehsira,Union pour la Planification et la Construction (UPC),1955,262,13,5
2023,Législatives nationales,Tagant,Tidjikja,Nimlane,Alliance Populaire Progressiste (APP),4427,670,30,56
2023,Législatives nationales,Tagant,Tidjikja,Nimlane,Alliance pour la Justice et la Démocratie /Mouvement Pour la Rénovation (AJD/MR),4427,670,30,0
2023,Législatives nationales,Tagant,Tidjikja,Nimlane,NIDA ELWATAN (NIDA ELWATAN),4427,670,30,49
2023,Législatives nationales,Tagant,Tidjikja,Nimlane,Parti Alliance Nationale Démocratique (AND),4427,670,30,48
2023,Législatives nationales,Tagant,Tidjikja,Nimlane,Parti EL INSAF,4427,670,30,1309
2023,Législatives nationales,Tagant,Tidjikja,Nimlane,Parti EL VADILA (EL VADILA),4427,670,30,23
2023,Législatives nationales,Tagant,Tidjikja,Nimlane,Parti El Karama (El Karama),4427,670,30,32
2023,Législatives nationales,Tagant,Tidjikja,Nimlane,Parti Front Républicain pour l'Unité et la Démocratie (FRUD),4427,670,30,6
2023,Législatives nationales,Tagant,Tidjikja,Nimlane,Parti HIWAR,4427,670,30,9
2023,Législatives nationales,Tagant,Tidjikja,Nimlane,Parti Mauritanien pour l'Union et le Changement (HATEM),4427,670,30,44
2023,Législatives nationales,Tagant,Tidjikja,Nimlane,Parti Ribat National pour les Droits et la Construction des Générations (PRNDCG),4427,670,30,30
2023,Législatives nationales,Tagant,Tidjikja,Nimlane,Parti Républicain pour la Démocratie et le Renouveau (PRDR),4427,670,30,2
2023,Législatives nationales,Tagant,Tidjikja,Nimlane,Parti SAWAB (SAWAB),4427,670,30,8
2023,Législatives nationales,Tagant,Tidjikja,Nimlane,Parti de la Construction et du Progrès (PCP),4427,670,30,11
2023,Législatives nationales,Tagant,Tidjikja,Nimlane,Parti de l’Unité et du Développement (PUD),4427,670,30,33
2023,Législatives nationales,Tagant,Tidjikja,Nimlane,Parti des Masses Mauritaniennes (PMM),4427,670,30,14
2023,Législatives nationales,Tagant,Tidjikja,Nimlane,Parti le centre par L’action et pour le Progres (LE CAP),4427,670,30,21
2023,Législatives nationales,Tagant,Tidjikja,Nimlane,Parti «El Islah» (El Islah),4427,670,30,80
2023,Législatives nationales,Tagant,Tidjikja,Nimlane,Parti «Ravah» (RAVAH),4427,670,30,50
2023,Législatives nationales,Tagant,Tidjikja,Nimlane,Rassemblement National pour la Réforme et le Développement (Tewassoul),4427,670,30,136
2023,Législatives nationales,Tagant,Tidjikja,Nimlane,Rassemblement des Forces Démocratiques (RFD),4427,670,30,347
2023,Législatives nationales,Tagant,Tidjikja,Nimlane,Sursaut de la Jeunesse pour la Nation (SJN),4427,670,30,15
2023,Législatives nationales,Tagant,Tidjikja,Nimlane,Union des Forces de Progrès (UFP),4427,670,30,8
2023,Législatives nationales,Tagant,Tidjikja,Nimlane,Union pour la Démocratie et le Progrès (UDP),4427,670,30,562
2023,Législatives nationales,Tagant,Tidjikja,Nimlane,Union pour la Planification et la Construction (UPC),4427,670,30,40
2023,Législatives nationales,Tagant,Tidjikja,Tidjikja,Alliance Populaire Progressiste (APP),8040,676,117,205
2023,Législatives nationales,Tagant,Tidjikja,Tidjikja,Alliance pour la Justice et la Démocratie /Mouvement Pour la Rénovation (AJD/MR),8040,676,117,7
2023,Législatives nationales,Tagant,Tidjikja,Tidjikja,NIDA ELWATAN (NIDA ELWATAN),8040,676,117,18
2023,Législatives nationales,Tagant,Tidjikja,Tidjikja,Parti Alliance Nationale Démocratique (AND),8040,676,117,57
2023,Législatives nationales,Tagant,Tidjikja,Tidjikja,Parti EL INSAF,8040,676,117,2309
2023,Législatives nationales,Tagant,Tidjikja,Tidjikja,Parti EL VADILA (EL VADILA),8040,676,117,30
2023,Législatives nationales,Tagant,Tidjikja,Tidjikja,Parti El Karama (El Karama),8040,676,117,8
2023,Législatives nationales,Tagant,Tidjikja,Tidjikja,Parti Front Républicain pour l'Unité et la Démocratie (FRUD),8040,676,117,35
2023,Législatives nationales,Tagant,Tidjikja,Tidjikja,Parti HIWAR,8040,676,117,33
2023,Législatives nationales,Tagant,Tidjikja,Tidjikja,Parti Mauritanien pour l'Union et le Changement (HATEM),8040,676,117,37
2023,Législatives nationales,Tagant,Tidjikja,Tidjikja,Parti Ribat National pour les Droits et la Construction des Générations (PRNDCG),8040,676,117,43
2023,Législatives nationales,Tagant,Tidjikja,Tidjikja,Parti Républicain pour la Démocratie et le Renouveau (PRDR),8040,676,117,14
2023,Législatives nationales,Tagant,Tidjikja,Tidjikja,Parti SAWAB (SAWAB),8040,676,117,116
2023,Législatives nationales,Tagant,Tidjikja,Tidjikja,Parti de la Construction et du Progrès (PCP),8040,676,117,7
2023,Législatives nationales,Tagant,Tidjikja,Tidjikja,Parti de l’Unité et du Développement (PUD),8040,676,117,68
2023,Législatives nationales,Tagant,Tidjikja,Tidjikja,Parti des Masses Mauritaniennes (PMM),8040,676,117,98
2023,Législatives nationales,Tagant,Tidjikja,Tidjikja,Parti le centre par L’action et pour le Progres (LE CAP),8040,676,117,12
2023,Législatives nationales,Tagant,Tidjikja,Tidjikja,Parti «El Islah» (El Islah),8040,676,117,383
2023,Législatives nationales,Tagant,Tidjikja,Tidjikja,Parti «Ravah» (RAVAH),8040,676,117,28
2023,Législatives nationales,Tagant,Tidjikja,Tidjikja,Rassemblement National pour la Réforme et le Développement (Tewassoul),8040,676,117,548
2023,Législatives nationales,Tagant,Tidjikja,Tidjikja,Rassemblement des Forces Démocratiques (RFD),8040,676,117,13
2023,Législatives nationales,Tagant,Tidjikja,Tidjikja,Sursaut de la Jeunesse pour la Nation (SJN),8040,676,117,6
2023,Législatives nationales,Tagant,Tidjikja,Tidjikja,Union des Forces de Progrès (UFP),8040,676,117,260
2023,Législatives nationales,Tagant,Tidjikja,Tidjikja,Union pour la Démocratie et le Progrès (UDP),8040,676,117,83
2023,Législatives nationales,Tagant,Tidjikja,Tidjikja,Union pour la Planification et la Construction (UPC),8040,676,117,337
2023,Législatives nationales,Tiris Zemmour,Bir Moughrein,Bir Moghrein,Alliance Populaire Progressiste (APP),3941,287,52,4
2023,Législatives nationales,Tiris Zemmour,Bir Moughrein,Bir Moghrein,Alliance pour la Justice et la Démocratie /Mouvement Pour la Rénovation (AJD/MR),3941,287,52,2
2023,Législatives nationales,Tiris Zemmour,Bir Moughrein,Bir Moghrein,NIDA ELWATAN (NIDA ELWATAN),3941,287,52,5
2023,Législatives nationales,Tiris Zemmour,Bir Moughrein,Bir Moghrein,Parti Alliance Nationale Démocratique (AND),3941,287,52,4
2023,Législatives nationales,Tiris Zemmour,Bir Moughrein,Bir Moghrein,Parti EL INSAF,3941,287,52,565
2023,Législatives nationales,Tiris Zemmour,Bir Moughrein,Bir Moghrein,Parti EL VADILA (EL VADILA),3941,287,52,14
2023,Législatives nationales,Tiris Zemmour,Bir Moughrein,Bir Moghrein,Parti El Karama (El Karama),3941,287,52,5
2023,Législatives nationales,Tiris Zemmour,Bir Moughrein,Bir Moghrein,Parti Front Républicain pour l'Unité et la Démocratie (FRUD),3941,287,52,13
2023,Législatives nationales,Tiris Zemmour,Bir Moughrein,Bir Moghrein,Parti HIWAR,3941,287,52,233
2023,Législatives nationales,Tiris Zemmour,Bir Moughrein,Bir Moghrein,Parti Mauritanien pour l'Union et le Changement (HATEM),3941,287,52,38
2023,Législatives nationales,Tiris Zemmour,Bir Moughrein,Bir Moghrein,Parti Ribat National pour les Droits et la Construction des Générations (PRNDCG),3941,287,52,7
2023,Législatives nationales,Tiris Zemmour,Bir Moughrein,Bir Moghrein,Parti Républicain pour la Démocratie et le Renouveau (PRDR),3941,287,52,5
2023,Législatives nationales,Tiris Zemmour,Bir Moughrein,Bir Moghrein,Parti SAWAB (SAWAB),3941,287,52,22
2023,Législatives nationales,Tiris Zemmour,Bir Moughrein,Bir Moghrein,Parti de la Construction et du Progrès (PCP),3941,287,52,7
2023,Législatives nationales,Tiris Zemmour,Bir Moughrein,Bir Moghrein,Parti de l’Unité et du Développement (PUD),3941,287,52,5
2023,Législatives nationales,Tiris Zemmour,Bir Moughrein,Bir Moghrein,Parti des Masses Mauritaniennes (PMM),3941,287,52,10
2023,Législatives nationales,Tiris Zemmour,Bir Moughrein,Bir Moghrein,Parti le centre par L’action et pour le Progres (LE CAP),3941,287,52,0
2023,Législatives nationales,Tiris Zemmour,Bir Moughrein,Bir Moghrein,Parti «El Islah» (El Islah),3941,287,52,1340
2023,Législatives nationales,Tiris Zemmour,Bir Moughrein,Bir Moghrein,Parti «Ravah» (RAVAH),3941,287,52,9
2023,Législatives nationales,Tiris Zemmour,Bir Moughrein,Bir Moghrein,Rassemblement National pour la Réforme et le Développement (Tewassoul),3941,287,52,52
2023,Législatives nationales,Tiris Zemmour,Bir Moughrein,Bir Moghrein,Rassemblement des Forces Démocratiques (RFD),3941,287,52,8
